0,1.5,0,1.2,0,0,0,0,0,0,0,0,0
0,1.5,0,1.2,0,0,0,0,0,0,0,0,0
0.02008,1.5,9.5425e-07,1.2,2.9979e-06,-0.00014285,0.00014285,4.7617e-05,0,-0.014228,0.014228,0.0047426,0
0.040161,1.5,7.5881e-06,1.2,2.3839e-05,-0.00056682,0.00056682,0.00018894,0,-0.028112,0.028112,0.0093708,0
0.060241,1.5,2.5456e-05,1.2,7.9971e-05,-0.0012651,0.0012651,0.00042169,0,-0.041657,0.041657,0.013886,0
0.080321,1.4999,5.9975e-05,1.2,0.00018842,-0.0022309,0.0022309,0.00074362,0,-0.054865,0.054865,0.018288,0
0.1004,1.4999,0.00011643,1.2,0.00036577,-0.0034574,0.0034574,0.0011525,0,-0.067738,0.067738,0.022579,0
0.12048,1.4998,0.00019997,1.2001,0.00062821,-0.0049382,0.0049382,0.0016461,0,-0.080279,0.080279,0.02676,0
0.14056,1.4997,0.00031561,1.2001,0.0009915,-0.0066664,0.0066664,0.0022221,0,-0.092491,0.092491,0.03083,0
0.16064,1.4995,0.00046823,1.2002,0.001471,-0.0086356,0.0086356,0.0028785,0,-0.10438,0.10438,0.034792,0
0.18072,1.4993,0.00066259,1.2002,0.0020816,-0.010839,0.010839,0.0036131,0,-0.11594,0.11594,0.038646,0
0.2008,1.4991,0.00090332,1.2003,0.0028379,-0.013271,0.013271,0.0044237,0,-0.12718,0.12718,0.042394,0
0.22088,1.4988,0.0011949,1.2004,0.0037539,-0.015924,0.015924,0.0053081,0,-0.1381,0.1381,0.046035,0
0.24096,1.4985,0.0015417,1.2005,0.0048435,-0.018793,0.018793,0.0062644,0,-0.14871,0.14871,0.049571,0
0.26104,1.4981,0.001948,1.2006,0.0061199,-0.021871,0.021871,0.0072903,0,-0.15901,0.15901,0.053003,0
0.28112,1.4976,0.0024179,1.2008,0.0075961,-0.025151,0.025151,0.0083838,0,-0.169,0.169,0.056332,0
0.3012,1.497,0.0029554,1.201,0.0092847,-0.028629,0.028629,0.0095429,0,-0.17868,0.17868,0.059558,0
0.32129,1.4964,0.0035643,1.2012,0.011198,-0.032296,0.032296,0.010765,0,-0.18805,0.18805,0.062684,0
0.34137,1.4958,0.0042485,1.2014,0.013347,-0.036149,0.036149,0.01205,0,-0.19712,0.19712,0.065708,0
0.36145,1.495,0.0050115,1.2017,0.015744,-0.040179,0.040179,0.013393,0,-0.2059,0.2059,0.068633,0
0.38153,1.4941,0.0058568,1.202,0.0184,-0.044383,0.044383,0.014794,0,-0.21438,0.21438,0.07146,0
0.40161,1.4932,0.0067879,1.2023,0.021325,-0.048753,0.048753,0.016251,0,-0.22257,0.22257,0.074189,0
0.42169,1.4922,0.007808,1.2026,0.02453,-0.053283,0.053283,0.017761,0,-0.23046,0.23046,0.076821,0
0.44177,1.4911,0.0089203,1.203,0.028024,-0.057969,0.057969,0.019323,0,-0.23807,0.23807,0.079357,0
0.46185,1.4899,0.010128,1.2034,0.031817,-0.062804,0.062804,0.020935,0,-0.2454,0.2454,0.081798,0
0.48193,1.4886,0.011433,1.2038,0.035919,-0.067783,0.067783,0.022594,0,-0.25244,0.25244,0.084146,0
0.50201,1.4872,0.01284,1.2043,0.040338,-0.0729,0.0729,0.0243,0,-0.2592,0.2592,0.0864,0
0.52209,1.4856,0.01435,1.2048,0.045083,-0.078149,0.078149,0.02605,0,-0.26569,0.26569,0.088562,0
0.54217,1.484,0.015967,1.2053,0.050161,-0.083526,0.083526,0.027842,0,-0.2719,0.2719,0.090633,0
0.56225,1.4823,0.017692,1.2059,0.055581,-0.089023,0.089023,0.029674,0,-0.27784,0.27784,0.092613,0
0.58233,1.4805,0.019529,1.2065,0.061351,-0.094637,0.094637,0.031546,0,-0.28351,0.28351,0.094505,0
0.60241,1.4785,0.021478,1.2072,0.067476,-0.10036,0.10036,0.033454,0,-0.28892,0.28892,0.096307,0
0.62249,1.4765,0.023544,1.2078,0.073965,-0.10619,0.10619,0.035398,0,-0.29407,0.29407,0.098022,0
0.64257,1.4743,0.025727,1.2086,0.080823,-0.11212,0.11212,0.037374,0,-0.29895,0.29895,0.099651,0
0.66265,1.472,0.028029,1.2093,0.088057,-0.11815,0.11815,0.039383,0,-0.30358,0.30358,0.10119,0
0.68273,1.4695,0.030453,1.2102,0.095672,-0.12426,0.12426,0.041422,0,-0.30795,0.30795,0.10265,0
0.70281,1.467,0.033,1.211,0.10367,-0.13047,0.13047,0.043488,0,-0.31208,0.31208,0.10403,0
0.72289,1.4643,0.035672,1.2119,0.11207,-0.13675,0.13675,0.045582,0,-0.31595,0.31595,0.10532,0
0.74297,1.4615,0.038471,1.2128,0.12086,-0.1431,0.1431,0.047701,0,-0.31958,0.31958,0.10653,0
0.76305,1.4586,0.041397,1.2138,0.13005,-0.14953,0.14953,0.049843,0,-0.32296,0.32296,0.10765,0
0.78313,1.4555,0.044452,1.2148,0.13965,-0.15602,0.15602,0.052006,0,-0.32611,0.32611,0.1087,0
0.80321,1.4524,0.047638,1.2159,0.14966,-0.16257,0.16257,0.05419,0,-0.32901,0.32901,0.10967,0
0.82329,1.449,0.050956,1.217,0.16008,-0.16918,0.16918,0.056393,0,-0.33168,0.33168,0.11056,0
