0,1.5,0,1.5,0,-0,0,0,0,0,0,0,0
0,1.5,0,1.5,0,-0,0,0,0,0,0,0,0
0.02002,1.5,1.8812e-07,1.5,1.2541e-07,-3.537e-12,2.8204e-05,9.4012e-06,0,-1.7694e-10,0.0028175,0.00093918,0
0.04004,1.5,1.5027e-06,1.5,1.0018e-06,-1.1279e-10,0.00011259,3.7529e-05,0,-2.8226e-09,0.0056181,0.0018727,0
0.06006,1.5,5.0639e-06,1.5,3.376e-06,-8.535e-10,0.00025282,8.4272e-05,0,-1.4246e-08,0.0084019,0.0028006,0
0.08008,1.5,1.1985e-05,1.5,7.9902e-06,-3.584e-09,0.00044855,0.00014952,0,-4.4891e-08,0.011169,0.0037229,0
0.1001,1.5,2.3374e-05,1.5,1.5582e-05,-1.0899e-08,0.00069945,0.00023315,0,-1.0927e-07,0.013919,0.0046396,0
0.12012,1.5,4.0329e-05,1.5,2.6886e-05,-2.7026e-08,0.0010052,0.00033506,0,-2.259e-07,0.016652,0.0055507,0
0.14014,1.5,6.3945e-05,1.5,4.263e-05,-5.8208e-08,0.0013654,0.00045514,0,-4.1724e-07,0.019369,0.0064562,0
0.16016,1.5,9.5307e-05,1.5,6.3538e-05,-1.1309e-07,0.0017798,0.00059327,0,-7.0966e-07,0.022068,0.0073561,0
0.18018,1.5,0.0001355,1.5,9.0331e-05,-2.0307e-07,0.002248,0.00074935,0,-1.1333e-06,0.024751,0.0082505,0
0.2002,1.5,0.00018559,1.5001,0.00012372,-3.4268e-07,0.0027698,0.00092325,0,-1.7222e-06,0.027418,0.0091393,0
0.22022,1.5,0.00024664,1.5001,0.00016443,-5.4995e-07,0.0033446,0.0011149,0,-2.5138e-06,0.030068,0.010023,0
0.24024,1.5,0.00031972,1.5001,0.00021315,-8.467e-07,0.0039724,0.0013241,0,-3.5496e-06,0.032701,0.0109,0
0.26026,1.5,0.00040589,1.5001,0.00027059,-1.2589e-06,0.0046526,0.0015509,0,-4.8743e-06,0.035318,0.011773,0
0.28028,1.5,0.00050617,1.5002,0.00033745,-1.8171e-06,0.005385,0.001795,0,-6.5365e-06,0.037918,0.012639,0
0.3003,1.5,0.00062163,1.5002,0.00041442,-2.5566e-06,0.0061692,0.0020564,0,-8.5879e-06,0.040502,0.013501,0
0.32032,1.5,0.00075328,1.5003,0.00050219,-3.5178e-06,0.0070049,0.002335,0,-1.1084e-05,0.043069,0.014356,0
0.34034,1.5,0.00090217,1.5003,0.00060144,-4.7465e-06,0.0078918,0.0026306,0,-1.4083e-05,0.04562,0.015207,0
0.36036,1.5,0.0010693,1.5004,0.00071286,-6.2943e-06,0.0088296,0.0029432,0,-1.7647e-05,0.048154,0.016051,0
0.38038,1.5,0.0012557,1.5004,0.00083712,-8.2188e-06,0.0098179,0.0032726,0,-2.1841e-05,0.050672,0.016891,0
0.4004,1.5,0.0014623,1.5005,0.0009749,-1.0584e-05,0.010856,0.0036188,0,-2.6734e-05,0.053174,0.017725,0
0.42042,1.5,0.0016903,1.5006,0.0011268,-1.346e-05,0.011945,0.0039816,0,-3.2398e-05,0.055659,0.018553,0
0.44044,1.5,0.0019405,1.5006,0.0012936,-1.6924e-05,0.013083,0.0043609,0,-3.8906e-05,0.058129,0.019376,0
0.46046,1.5,0.0022139,1.5007,0.0014759,-2.1061e-05,0.01427,0.0047566,0,-4.6336e-05,0.060582,0.020194,0
0.48048,1.5,0.0025116,1.5008,0.0016744,-2.5963e-05,0.015506,0.0051686,0,-5.4769e-05,0.063018,0.021006,0
0.5005,1.5,0.0028345,1.5009,0.0018896,-3.1728e-05,0.01679,0.0055968,0,-6.4288e-05,0.065439,0.021813,0
0.52052,1.5,0.0031835,1.5011,0.0021223,-3.8464e-05,0.018123,0.0060411,0,-7.4979e-05,0.067844,0.022615,0
0.54054,1.5,0.0035597,1.5012,0.0023731,-4.6286e-05,0.019504,0.0065013,0,-8.6933e-05,0.070232,0.023411,0
0.56056,1.5,0.003964,1.5013,0.0026427,-5.5318e-05,0.020932,0.0069775,0,-0.00010024,0.072604,0.024201,0
0.58058,1.5,0.0043973,1.5015,0.0029316,-6.5691e-05,0.022408,0.0074694,0,-0.000115,0.074961,0.024987,0
0.6006,1.5,0.0048606,1.5016,0.0032404,-7.7546e-05,0.023931,0.0079769,0,-0.0001313,0.077301,0.025767,0
0.62062,1.5,0.0053549,1.5018,0.0035699,-9.1033e-05,0.0255,0.0085,0,-0.00014924,0.079625,0.026542,0
0.64064,1.5,0.0058809,1.502,0.0039206,-0.00010631,0.027116,0.0090385,0,-0.00016894,0.081933,0.027311,0
0.66066,1.5,0.0064398,1.5021,0.0042932,-0.00012355,0.028777,0.0095924,0,-0.00019048,0.084225,0.028075,0
0.68068,1.5,0.0070323,1.5023,0.0046882,-0.00014292,0.030485,0.010162,0,-0.00021399,0.086502,0.028834,0
0.7007,1.5,0.0076595,1.5026,0.0051063,-0.00016462,0.032237,0.010746,0,-0.00023956,0.088762,0.029587,0
0.72072,1.5,0.0083221,1.5028,0.0055481,-0.00018883,0.034035,0.011345,0,-0.00026732,0.091007,0.030336,0
0.74074,1.5,0.0090212,1.503,0.0060142,-0.00021577,0.035877,0.011959,0,-0.00029737,0.093235,0.031078,0
0.76076,1.5,0.0097575,1.5033,0.0065051,-0.00024566,0.037764,0.012588,0,-0.00032984,0.095448,0.031816,0
0.78078,1.5,0.010532,1.5035,0.0070214,-0.00027872,0.039695,0.013232,0,-0.00036483,0.097644,0.032548,0
0.8008,1.5,0.011346,1.5038,0.0075638,-0.00031519,0.04167,0.01389,0,-0.00040248,0.099825,0.033275,0
0.82082,1.5,0.012199,1.5041,0.0081328,-0.00035532,0.043688,0.014563,0,-0.0004429,0.10199,0.033997,0
0.84084,1.4999,0.013093,1.5044,0.0087291,-0.00039936,0.045749,0.01525,0,-0.00048622,0.10414,0.034713,0
0.86086,1.4999,0.014029,1.5047,0.0093531,-0.00044759,0.047854,0.015951,0,-0.00053257,0.10627,0.035424,0
0.88088,1.4999,0.015008,1.505,0.010005,-0.00050029,0.05,0.016667,0,-0.00058207,0.10839,0.03613,0
0.9009,1.4999,0.01603,1.5053,0.010687,-0.00055775,0.052189,0.017396,0,-0.00063486,0.11049,0.03683,0
0.92092,1.4999,0.017096,1.5057,0.011397,-0.00062027,0.05442,0.01814,0,-0.00069107,0.11258,0.037526,0
0.94094,1.4999,0.018207,1.5061,0.012138,-0.00068817,0.056692,0.018897,0,-0.00075084,0.11465,0.038215,0
0.96096,1.4999,0.019364,1.5065,0.012909,-0.00076177,0.059005,0.019668,0,-0.00081429,0.1167,0.0389,0
0.98098,1.4999,0.020567,1.5069,0.013712,-0.00084141,0.06136,0.020453,0,-0.00088156,0.11874,0.039579,0
1.001,1.4998,0.021818,1.5073,0.014546,-0.00092745,0.063755,0.021252,0,-0.00095281,0.12076,0.040253,0
1.021,1.4998,0.023118,1.5077,0.015412,-0.0010202,0.06619,0.022063,0,-0.0010282,0.12276,0.040922,0
1.041,1.4998,0.024466,1.5082,0.016312,-0.0011201,0.068665,0.022888,0,-0.0011078,0.12475,0.041585,0
1.0611,1.4998,0.025865,1.5086,0.017244,-0.0012275,0.07118,0.023727,0,-0.0011918,0.12673,0.042243,0
1.0811,1.4998,0.027314,1.5091,0.01821,-0.0013429,0.073734,0.024578,0,-0.0012803,0.12868,0.042895,0
1.1011,1.4997,0.028814,1.5096,0.019211,-0.0014665,0.076327,0.025442,0,-0.0013735,0.13063,0.043542,0
1.1211,1.4997,0.030367,1.5101,0.020246,-0.0015988,0.078959,0.02632,0,-0.0014715,0.13255,0.044183,0
1.1411,1.4997,0.031973,1.5107,0.021317,-0.0017403,0.081629,0.02721,0,-0.0015746,0.13446,0.044819,0
1.1612,1.4996,0.033632,1.5112,0.022424,-0.0018915,0.084338,0.028113,0,-0.0016827,0.13635,0.04545,0
1.1812,1.4996,0.035347,1.5118,0.023567,-0.0020526,0.087083,0.029028,0,-0.0017962,0.13823,0.046075,0
1.2012,1.4995,0.037116,1.5124,0.024747,-0.0022243,0.089866,0.029955,0,-0.001915,0.14008,0.046695,0
1.2212,1.4995,0.038941,1.513,0.025964,-0.002407,0.092687,0.030896,0,-0.0020395,0.14193,0.047309,0
1.2412,1.4994,0.040824,1.5136,0.027219,-0.0026013,0.095543,0.031848,0,-0.0021697,0.14375,0.047917,0
1.2613,1.4994,0.042763,1.5143,0.028513,-0.0028075,0.098436,0.032812,0,-0.0023058,0.14556,0.04852,0
1.2813,1.4993,0.044761,1.5149,0.029845,-0.0030262,0.10137,0.033789,0,-0.0024479,0.14735,0.049116,0
1.3013,1.4993,0.046818,1.5156,0.031217,-0.003258,0.10433,0.034777,0,-0.0025963,0.14912,0.049708,0
